Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Low to moderate doses of 3-methylmethcathinone (3-MMC) produce analgesic effects in healthy volunteers: a proof of principle study with a designer drug,"Ramaekers, J.G.; Reckweg, J.T.; Mason, N.L.; Kuypers, K.P.C.; Toennes, S.W.; Theunissen, E.L.","3-Methylmethcathinone (3-MMC) is a synthetic cathinone that has been scheduled in many jurisdictions after it appeared on the consumer market as a designer drug or “legal high”. At present, there are no medical applications for synthetic cathinones, but in the past cathinone and other compounds that are structurally related to amphetamine have been evaluated and recognized for their intrinsic analgesic quality. The present study aimed to assess the analgesic effects of low to moderate doses (25, 50 and 100 mg) of 3-MMC in healthy volunteers (N = 14) in a cross-over, placebo-controlled study. Participants were repeatedly exposed to experimental pain for up to 5 h after dosing in pressure pain threshold (PPT) and cold pressor test (CPT) paradigms. A profile of mood states questionnaire was used to assess the subjective effects of 3-MMC. Overall, 3-MMC produced dose-related elevations in pressure pain threshold and reduced subjective painfulness and unpleasantness in both experimental pain models. The analgesic effects of 3-MMC were most prominent after the 50 and 100 mg dose and persisted consistently for up to 5 h after dosing. 3-MMC also produced dose-related increments in mood that were prominent at 1 h, but not at 5 h after dosing. It is concluded that 3-MMC produces prolonged analgesic effects at doses that appear low enough to avoid a challenging subjective experience and that have been associated with a benign side effect profile. The present data warrant further research into the analgesic effects of low to moderate doses of 3-MMC in patient populations.",2025,,Psychopharmacology,242,10,2293-2301,,10.1007/s00213-025-06798-8,,#31613,Ramaekers 2025,"",Possible RCT
"Molecular, haemodynamic, and functional effects of LSD in the human brain","Larsen, K.; Johansen, A.; Reveles Jensen, K.H.; Nykjær, C.H.; Holze, F.; Falck, N.; Neufeld, V.; Steenstrup, E.; Skov-Andersen, P.; Spanggård, A.; Geisler, M.; Randrup, P.P.; Jensen, P.S.; Shalgunov, V.; Johansen, S.S.; Nielsen, M.K.K.; Andersen, T.L.; Stenbæk, D.S.; Svarer, C.; Fisher, P.M.; Knudsen, G.M.","In this study, we provide the first study to integrate molecular and functional neuroimaging during psychedelic drug effects in humans. Using simultaneous PET-MRI technology, we describe multiple brain actions of lysergic acid diethylamide (LSD) in seven healthy volunteers blinded to LSD dose received. We quantify the occupancy of LSD at cerebral serotonin 2A receptors and show that LSD increases global cerebral blood flow (CBF) and internal carotid artery flow without affecting the diameter of the internal carotid artery, opposite effects to those observed following psilocybin. Functional connectivity analyses show decreases in global connectivity (GCOR). Change in GCOR is negatively correlated with change in CBF. We observe an anticlockwise hysteresis loop between plasma drug levels and subjective effects, suggesting atypical pharmacodynamic mechanisms. We contrast our CBF and GCOR findings and their relation in a separate cohort of 25 participants administered psilocybin, highlighting key consistencies and differences in their neural effects. By establishing the dose-occupancy relation of LSD in humans, our findings provide critical insights for the clinical development of psychedelic compounds and demonstrate unique neurophysiological effects that distinguish LSD from related psychedelics.",2025,,medRxiv,,"(Johansen A.; Knudsen G.M., gitte@nru.dk) Department of Neurology, Copenhagen University Hospital Rigshospitalet, Copenhagen, Denmark(Reveles Jensen K.H.) Department of Psychiatry, Psychiatric Centre Copenhagen, Copenhagen, Denmark(Holze F.) Division of C",,,10.1101/2025.06.17.25329677,,#31703,Larsen 2025,"",Possible RCT
Semantic activation in LSD: evidence from picture naming,"Family, N.; Vinson, D.; Vigliocco, G.; Kaelen, M.; Bolstridge, M.; Nutt, D.J.; Carhart-Harris, R.L.","Lysergic acid diethylamide (LSD) is a classic psychedelic drug that alters cognition in a characteristic way. It has been suggested that psychedelics expand the breadth of cognition via actions on the central nervous system. Previous work has shown changes in semantic processing under psilocybin (a related psychedelic to LSD) that are consistent with an increased spread of semantic activation. The present study investigates this further using a picture-naming task and the psychedelic, LSD. Ten participants completed the task under placebo and LSD. Results revealed significant effects of LSD on accuracy and error correction that were consistent with an increased spread of semantic activation under LSD. These results are consistent with a generalised “entropic” effect on the mind. We suggest incorporating direct neuroimaging measures in future studies, and to employ more naturalistic measures of semantic processing that may enhance ecological validity.",2016,,"Language, Cognition and Neuroscience",31,10,1320-1327,,10.1080/23273798.2016.1217030,,#33510,Family 2016,"",Possible RCT
"Effects of MDMA alone and after pretreatment with reboxetine, duloxetine, clonidine, carvedilol, and doxazosin on pupillary light reflex","Hysek, C.M.; Liechti, M.E.","Rationale Pupillometry can be used to characterize autonomic drug effects. Objective This study was conducted to determine the autonomic effects of 3,4-methylenedioxymethamphetamine (MDMA, ecstasy), administered alone and after pretreatment with reboxetine, duloxetine, clonidine, carvedilol, and doxazosin, on pupillary function. Methods Infrared pupillometry was performed in five placebo-controlled randomized studies. Each study included 16 healthy subjects (eight men, eight women) who received placebo-MDMA (125 mg), placebo-placebo, pretreatment- placebo, or pretreatment-MDMA using a crossover design. Results MDMA produced mydriasis, prolonged the latency, reduced the response to light, and shortened the recovery time. The impaired reflex response was associated with subjective, cardiostimulant, and hyperthermic drug effects and returned to normal within 6 h after MDMA administration when plasma MDMA levels were still high. Mydriasis was associated with changes in plasma MDMA concentration over time and longer-lasting. Both reboxetine and duloxetine interacted with the effects of MDMA on pupillary function. Clonidine did not significantly reduce the mydriatic effects of MDMA, although it produced miosis when administered alone. Carvedilol and doxazosin did not alter the effects of MDMA on pupillary function. Conclusions The MDMA-induced prolongation of the latency to and reduction of light-induced miosis indicate indirect central parasympathetic inhibition, and the faster recovery time reflects an increased sympathomimetic action. Both norepinephrine and serotonin mediate the effects of MDMA on pupillary function. Although mydriasis is lasting and mirrors the plasma concentration-time curve of MDMA, the impairment in the reaction to light is associated with the subjective and other autonomic effects of MDMA and exhibits acute tolerance. © Springer-Verlag 2012.",2012,,Psychopharmacology,224,3,363-376,,10.1007/s00213-012-2761-6,,#33987,Hysek 2012,"",Possible RCT
Efficacy and Safety of the Neuroplastogen TSND-201 for the Treatment of PTSD,"Jones, A; Warner-Schmidt, J; Kwak, H; Stogniew, M; Mandell, B; Ching, THW; Stein, MB; Kelmendi, B",,2026,,JAMA PSYCHIATRY,83,5,469-477,WOS:001695611900001,10.1001/jamapsychiatry.2025.4625,,#35564,Jones 2026,"",""
"Altered forebrain neurotransmitter responses to immobilization stress following 3,4-methylenedioxymethamphetamine","Matuszewich, L; Filon, ME; Finn, DA; Yamamoto, BK",,2002,,NEUROSCIENCE,110,1,41-48,WOS:000174680200005,10.1016/S0306-4522(01)00539-5,,#36399,Matuszewich 2002,"",""
"3,4-METHYLENEDIOXYMETHAMPHETAMINE (MDMA, 'ECSTASY') DECREASES ASYMMETRIC DIMETHYLARGININE (ADMA): A PLACEBO-CONTROLLED STUDY IN HUMANS","Kielstein, A; Baggott, M; Lopez, J; Böger, RH; Schwedhelm, E; Kielstein, JT; Galloway, G; Mendelson, J",,2009,,CLINICAL PHARMACOLOGY & THERAPEUTICS,85,,S45-S46,WOS:000262816500143,,,#36612,Kielstein 2009,Brooke Sevchik (2026-05-28 01:32:23)(Select): conference abstract - can't retrieve it though; ,""
"3,4-METHYLENEDIOXYAMPHETAMINE (MDA) ANALOGS EXHIBIT DIFFERENTIAL-EFFECTS ON SYNAPTOSOMAL RELEASE OF H-3 DOPAMINE AND H-3 5-HYDROXYTRYPTAMINE","MCKENNA, DJ; GUAN, XM; SHULGIN, AT",,1991,,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,38,3,505-512,WOS:A1991FD88800005,10.1016/0091-3057(91)90005-M,,#36838,MCKENNA 1991,"",""
A PSYCHOPHARMACOLOGICAL TEST OF THE BODY-IMAGE HYPOTHESIS,"SILVERSTEIN, AB; KLEE, GD",,1958,,JOURNAL OF NERVOUS AND MENTAL DISEASE,127,4,323-329,WOS:A1958CHW3400003,10.1097/00005053-195810000-00003,,#36993,SILVERSTEIN 1958,"",""
ALTERATIONS IN BEHAVIORAL-EFFECTS OF LSD BY MOTIVATIONAL AND NEUROHUMORAL VARIABLES,"JOSEPH, JA; APPEL, JB",,1976,,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,5,1,35-37,WOS:A1976CE37600008,10.1016/0091-3057(76)90285-9,,#37096,JOSEPH 1976,"",""
"MDMA-assisted therapy for moderate to severe PTSD: a randomized, placebo-controlled phase 3 trial (Vol 29, 2473, 2023)","MAPP2 Study Collaborator Grp; Mitchell, JM; Ot'alora, GM; van der Kolk, B; Shannon, S; Bogenschutz, M; Gelfand, Y; Paleos, C; Nicholas, CR; Quevedo, S; Balliett, B; Hamilton, S; Mithoefer, M; Kleiman, S; Parker-Guilbert, K; Tzarfaty, K; Harrison, C; de Boer, A; Doblin, R; Yazar-Klosinski, B",,2024,,NATURE MEDICINE,30,11,3382-3382,WOS:001330496800002,10.1038/s41591-024-03331-w,,#37130,MAPP2StudyCollaboratorGrp 2024,Parker Singleton (2026-06-17 05:48:08)(Screen): This is probably a duplicate - be aware; ,""
"Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of CYB003, a Deuterated Psilocybin Analog in Patients With Major Depressive Disorder","Krempien, S; Inamdar, A; Shenouda, M; Johnson, K; Maass-Robinsin, SA; Johnson, M; Kelman, A; Nathan, P; Belser, A; Pathare, P; House-Gecewicz, A; Sorie, A; Bartlone, A; Varty, G; Morgan, M; Avery, K; Muhammad, A; Nivorozhkin, A; Palfreyman, M",,2023,,NEUROPSYCHOPHARMACOLOGY,48,,195-196,WOS:001184093500379,,,#37427,Krempien 2023,"",""
"(Sub)acute effects of psilocybin on creative cognition: a double-blind, placebo-controlled experimental study","Mason, N; Kuypers, K; Reckweg, J; Muller, F; Ramaekers, J",,2021,,EUROPEAN NEUROPSYCHOPHARMACOLOGY,44,,S25-S26,WOS:000624608100035,,,#37456,Mason 2021,"",""
"Acute dose-dependent effects and self-guided titration of continuous N,N-dimethyltryptamine infusions in a double-blind placebo-controlled study in healthy participants","Erne, L; Vogt, S; Müller, L; Nuraj, A; Zuparic, M; Varghese, N; Eckert, A; Rudin, D; Luethi, D; Liechti, M",,2025,,SWISS MEDICAL WEEKLY,155,,,WOS:001640900500218,,,#37497,Erne 2025,"",""
"Psilocybin assisted psychotherapy for patients with ovarian caner: a subset analysis of a randomized, double-blind, placebo-controlled, phase II clinical trial","Spinosa, D; Fischer, S; Zeifman, R; Lefkowits, C; Petridis, P; Ross, S",,2024,,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,34,SUPPL_3,A43-A44,WOS:001443882500006,10.1136/ijgc-2024-IGCS.54,,#37529,Spinosa 2024,"",""
